url_length,has_at_symbol,num_dots,is_https,num_hyphens,has_ip_address,num_suspicious_keywords,num_input_fields,has_password_field,form_action_mismatch,num_external_links,has_hidden_fields,num_iframes,url_entropy,domain_age_days,label
71,0,1,1,1,0,0,4,0,0,4,0,1,3.42671934710812,1954,0.0
38,0,1,1,0,1,1,1,1,0,5,1,0,2.0878440657807174,2423,0.0
75,0,13,0,5,1,1,8,0,0,9,1,2,3.873195595629722,135,1.0
174,1,10,0,2,0,1,14,0,1,15,1,0,4.436170130068482,137,1.0
134,1,8,1,6,0,3,6,1,1,17,1,1,3.830491090156374,30,1.0
158,1,8,1,6,0,4,18,1,1,10,0,1,3.656623054247177,165,1.0
119,1,5,0,8,1,3,5,1,1,29,1,0,4.17251970578695,138,1.0
145,0,11,0,9,1,3,6,0,1,7,1,1,4.8028292461787565,162,1.0
46,0,3,1,1,0,0,3,1,1,6,0,0,3.3855340115328056,434,0.0
78,0,2,1,0,0,1,0,0,0,1,0,0,2.423342894177167,2735,0.0
83,0,12,0,2,0,2,17,1,0,23,0,0,3.906713380070882,120,1.0
78,0,2,1,2,0,1,2,0,0,6,0,0,2.2464469759287082,3588,0.0
175,1,13,0,5,1,3,19,1,1,25,1,4,3.693629292713693,100,1.0
96,1,7,0,9,0,2,13,0,1,16,0,4,4.9216940990216855,17,1.0
47,0,2,1,1,0,1,1,0,0,5,0,0,2.2584677559461745,1219,0.0
163,1,7,0,5,0,3,13,1,1,29,1,1,4.071335543936994,8,1.0
225,1,10,0,3,1,2,8,1,1,16,1,2,4.534125700806987,143,1.0
190,1,4,1,7,0,2,7,1,0,9,1,1,4.3539469012021925,24,1.0
169,0,12,1,2,1,1,8,1,1,21,0,1,3.992855949098441,34,1.0
129,1,14,1,9,1,4,18,0,0,28,0,4,4.868907540324665,96,1.0
168,0,3,1,2,1,2,19,1,0,25,1,1,3.812159051894559,45,1.0
155,1,7,1,7,1,1,15,1,1,8,0,1,3.686920078517491,105,1.0
229,1,4,0,9,1,1,17,1,0,20,0,0,4.369395091119011,145,1.0
78,0,2,0,2,0,0,5,1,0,7,1,0,2.5412999029702066,2202,0.0
162,1,8,0,7,0,4,14,1,0,20,1,0,4.583324148010469,89,1.0
206,0,12,1,2,0,4,17,1,1,23,1,2,3.706601148331713,81,1.0
193,1,12,0,9,0,1,10,1,1,18,1,2,4.735619581926201,90,1.0
81,0,6,1,9,1,1,17,1,0,19,1,3,4.481519689479287,17,1.0
39,0,1,1,0,0,1,1,1,1,5,0,0,3.141590575951214,282,0.0
219,0,10,1,6,1,2,11,1,1,13,1,1,4.1808892046326935,24,1.0
85,1,7,0,6,1,2,19,1,1,21,1,2,3.697710244845019,138,1.0
79,0,3,1,2,0,0,6,1,0,3,0,1,2.2176341699587074,3491,0.0
143,1,12,0,5,0,4,15,0,1,20,1,4,3.8976698756227233,173,1.0
58,0,1,1,2,0,1,4,0,0,6,0,1,3.013399802261188,3559,0.0
101,1,11,0,7,1,4,18,1,1,26,1,3,3.5406217005050764,148,1.0
187,1,13,1,5,0,2,11,1,0,19,1,3,3.654824973318499,10,1.0
248,1,3,1,4,0,4,17,1,0,27,1,1,4.777768888758332,96,1.0
67,0,3,1,0,0,0,2,0,0,1,0,1,2.5050107513805386,3426,0.0
248,1,12,0,8,1,3,6,1,1,7,0,3,4.865324982449967,105,1.0
113,1,4,1,4,0,4,14,1,1,25,0,2,4.9797311023575945,152,1.0
78,0,2,1,2,0,1,5,1,0,8,0,0,2.2598275717803507,338,0.0
41,0,1,0,1,0,0,1,1,0,4,0,1,3.2175703965812508,1768,0.0
129,1,13,1,9,1,3,15,1,0,11,1,4,3.960396609471849,76,1.0
111,1,11,0,8,1,3,12,1,0,15,1,0,4.478713933260848,122,1.0
77,0,2,1,1,0,1,0,1,0,5,0,0,2.5494927870481376,487,0.0
203,1,14,1,5,0,1,6,1,1,11,1,1,4.492716092861637,171,1.0
231,1,13,1,9,1,4,9,1,1,23,0,1,3.645527327355634,158,1.0
78,0,2,1,2,0,1,1,0,0,1,0,1,2.9916768910182867,2294,0.0
69,0,1,0,2,0,0,3,0,0,3,0,0,2.2210466032323666,2752,0.0
60,0,9,1,8,1,3,8,1,0,18,1,4,3.503114776400122,47,1.0
37,0,2,1,1,1,1,2,1,0,5,0,0,3.197741800289844,3611,0.0
61,0,3,0,1,0,1,3,0,0,5,0,0,2.7868783686102865,3612,0.0
196,1,3,0,9,1,4,15,1,0,27,1,2,4.432278086051073,179,1.0
114,1,9,1,9,0,2,14,1,0,5,0,4,4.325526918258126,45,1.0
31,0,1,1,1,0,1,7,0,1,5,0,1,3.4819894886699254,2968,0.0
195,1,14,1,6,0,1,15,1,1,10,1,3,4.466727592280891,138,1.0
66,0,1,1,0,0,0,7,1,0,6,1,0,2.2085886886908943,2629,0.0
112,0,7,1,8,1,4,6,1,1,17,0,1,3.5718708018700007,166,1.0
202,1,5,1,9,1,2,5,0,0,18,1,3,4.211114396161786,170,1.0
227,1,7,0,7,1,2,12,1,1,16,1,4,3.8056332287749157,171,1.0
43,1,1,1,1,0,1,6,0,0,3,1,0,2.8201806872424253,2702,0.0
31,0,1,1,2,0,0,4,0,0,4,0,1,2.2401442064861667,1082,0.0
247,0,3,1,8,1,4,6,1,1,16,1,1,4.269294319065486,160,1.0
181,1,13,1,4,0,4,18,1,1,28,0,4,4.373356173203879,150,1.0
67,0,2,0,0,0,1,1,0,1,2,0,1,3.1582284972396732,439,0.0
61,1,2,1,1,0,0,1,1,0,7,0,1,2.4459765642680704,3120,0.0
76,0,2,1,0,0,1,1,0,0,3,1,0,2.6729198792445077,2706,0.0
22,0,3,1,1,0,0,4,1,0,6,1,1,2.334461732014973,3514,0.0
53,0,3,1,1,1,0,4,0,0,2,0,1,2.8916140757136093,394,0.0
107,0,3,0,3,0,4,13,1,0,16,1,3,4.975896410213603,24,1.0
148,1,9,1,9,0,4,13,1,0,7,1,4,3.8454788370243165,156,1.0
44,0,3,1,1,0,0,5,0,0,1,1,1,2.071097866896746,3359,0.0
61,0,3,0,2,0,1,5,1,0,2,0,1,3.2514168485831836,932,0.0
59,0,1,1,0,0,1,6,1,0,6,0,1,2.70216858568239,1230,0.0
67,0,2,1,0,0,0,3,0,0,7,0,1,2.184259968285656,2697,0.0
66,1,12,1,4,0,2,9,0,0,14,1,3,4.408630595781402,56,1.0
46,0,2,1,1,0,1,1,1,0,8,0,0,3.0510568642810525,805,0.0
75,0,2,1,1,0,0,3,0,0,1,0,0,3.034210849110146,3409,0.0
76,0,3,1,0,0,0,3,1,0,0,0,1,2.588677827302762,1666,0.0
78,0,3,1,0,0,1,2,1,0,7,0,0,3.1984473538006184,251,0.0
39,1,3,1,0,0,1,3,1,0,8,0,1,2.615245653845956,1559,0.0
183,1,4,0,2,0,1,12,1,1,29,1,0,4.271842685522447,87,1.0
112,1,3,0,3,1,3,5,0,0,9,0,1,3.7812566856784704,176,1.0
23,0,2,0,1,0,0,6,1,0,1,0,1,3.447711051106529,1583,0.0
213,1,12,1,9,1,4,8,1,1,10,0,3,3.91571652781004,4,1.0
41,0,3,1,2,0,0,0,1,0,3,0,0,2.8949621080906027,2702,0.0
64,1,10,0,9,1,1,19,0,0,22,0,1,4.6550318426837425,65,1.0
117,1,11,1,9,1,2,4,1,0,11,0,3,3.630174431097486,164,1.0
107,1,14,0,6,0,1,17,1,0,23,1,0,3.603391817201973,66,1.0
247,1,10,0,5,0,4,4,1,1,23,1,1,4.271122881149278,50,1.0
53,0,3,1,2,0,1,2,1,0,4,0,1,2.436295902694548,629,0.0
107,0,12,1,7,0,4,11,0,1,26,1,1,3.784165149751104,150,1.0
220,0,5,1,9,1,3,19,1,1,26,1,2,4.161108561626396,152,1.0
219,0,14,1,8,0,1,7,1,1,13,1,3,4.269890756855664,86,1.0
105,0,14,0,7,1,1,13,1,1,12,1,0,4.2035896165851785,91,1.0
117,1,13,0,3,1,1,12,1,1,26,0,0,4.679758570292183,167,1.0
206,1,10,1,8,0,2,18,1,1,25,0,2,3.6642364588316934,16,1.0
176,0,10,1,7,0,2,4,1,0,13,0,1,3.5485837066639925,95,1.0
62,1,10,1,9,0,3,9,1,1,26,0,0,4.613448135100916,20,1.0
126,1,9,0,7,1,1,17,0,0,10,1,4,3.8552742058948195,28,1.0
35,0,1,1,0,0,0,1,0,0,9,1,1,3.337707329127653,1357,0.0
24,0,3,1,1,0,1,4,0,0,1,0,1,2.1900825064290155,2860,0.0
127,1,11,0,9,0,1,6,1,0,24,0,0,4.7375529787142,160,1.0
37,0,1,1,1,0,0,2,0,0,4,0,0,2.6061207942399642,362,0.0
55,1,1,1,1,0,0,6,1,0,4,1,1,2.0550260080918132,1572,0.0
46,0,1,1,2,1,0,0,0,1,6,1,0,3.4444309303629947,835,0.0
63,0,1,1,2,0,1,0,1,0,5,0,1,2.953432047098007,2711,0.0
63,0,3,1,0,0,1,1,1,0,2,1,1,2.2885596383937035,906,0.0
22,1,1,1,2,0,1,3,1,0,5,0,1,3.0131834270348756,555,0.0
188,1,7,0,6,1,1,9,1,1,29,1,1,4.286294406594961,129,1.0
73,0,2,0,1,0,0,3,0,0,9,0,0,3.058034504533131,3175,0.0
32,0,3,1,0,0,0,2,1,0,3,0,1,2.6461417375426026,686,0.0
49,0,1,1,1,0,1,7,0,0,3,0,1,2.13117362655333,2117,0.0
54,0,3,1,2,0,1,6,1,0,3,0,0,3.1431627000461564,3613,0.0
72,1,11,1,8,0,3,4,1,1,8,1,1,4.725660648750142,136,1.0
244,1,9,0,6,1,4,4,1,0,8,0,3,3.8777101490763224,98,1.0
155,0,5,1,4,0,3,5,1,0,25,0,4,4.2409687237102816,6,1.0
79,0,1,1,0,0,1,6,0,0,8,0,0,2.131799496397914,3340,0.0
45,0,3,1,1,0,0,4,0,0,5,0,1,2.4581157964572724,2108,0.0
52,0,2,1,0,0,1,6,1,0,9,0,0,3.2395447772846966,3511,0.0
145,1,7,0,4,1,1,16,1,0,16,0,4,3.526505067193151,14,1.0
212,1,7,1,7,1,1,12,1,1,12,1,4,4.6870443786843285,150,1.0
165,1,9,1,6,0,2,9,1,0,17,0,2,3.9174014912281545,12,1.0
64,1,13,0,5,1,2,15,1,1,12,0,1,4.666576233608826,142,1.0
73,0,2,1,2,0,1,5,1,0,6,0,0,3.3026938684212057,1600,0.0
51,0,1,1,1,0,0,0,0,0,0,0,0,2.8874870982855056,857,0.0
109,1,8,1,5,1,4,9,1,1,20,1,1,3.9125371587316966,49,1.0
195,1,5,0,5,0,2,8,1,1,23,1,3,4.148346589256763,23,1.0
100,0,9,1,5,1,2,13,1,0,12,0,4,3.8387594483350878,59,1.0
209,1,5,0,9,1,3,11,1,1,29,1,2,4.847219667230151,8,1.0
42,0,1,1,2,1,1,5,0,0,5,0,1,2.443398687477318,2015,0.0
242,0,3,0,7,1,4,15,1,1,17,1,4,3.865562317856514,46,1.0
91,1,11,0,4,0,1,5,1,1,28,1,0,3.743841808897123,148,1.0
247,0,5,0,6,0,3,16,1,1,11,1,1,4.583617076695317,128,1.0
68,0,2,0,0,0,1,0,1,0,0,0,1,2.0238400897100055,1064,0.0
112,0,13,0,4,0,4,8,1,0,28,1,3,4.573046172843334,138,1.0
170,1,6,1,3,0,2,14,1,0,7,0,2,3.748130228192614,108,1.0
27,0,2,1,0,0,0,7,1,0,7,0,0,3.433792520562107,2033,0.0
52,1,2,1,1,0,1,5,1,0,2,0,0,3.4767010596389243,1183,0.0
65,0,2,1,1,0,0,6,0,0,3,1,0,2.5759088345558885,1118,0.0
64,0,1,1,1,0,0,5,1,1,9,0,0,2.4699857053651875,2050,0.0
53,0,1,1,1,0,1,6,1,0,0,0,0,2.202841776432746,3066,0.0
71,0,3,1,2,1,0,3,1,1,4,0,1,2.4674766509144774,1218,0.0
100,1,9,1,5,1,3,7,1,1,16,0,2,4.263703119382399,91,1.0
147,1,13,0,3,1,4,8,1,1,9,0,3,3.859468677436335,25,1.0
116,1,12,0,8,1,3,4,1,1,15,1,4,3.826623057251033,66,1.0
77,1,3,1,1,0,0,1,1,0,8,0,0,2.21383438570241,2372,0.0
190,0,4,0,3,1,4,18,1,0,6,1,4,4.535184676523012,165,1.0
123,0,14,1,6,1,2,18,1,1,21,0,2,4.270933170036062,49,1.0
67,1,11,0,8,0,4,7,1,0,19,0,2,4.842614838742767,58,1.0
167,1,7,0,4,0,1,5,0,0,21,0,4,4.248779676399995,166,1.0
159,1,10,0,5,0,2,11,1,0,26,0,3,4.448180182873477,166,1.0
75,0,3,1,0,0,1,4,0,0,1,0,1,2.2527808882156393,2834,0.0
56,0,1,1,0,0,1,2,0,0,1,0,0,3.0620169963069346,2757,0.0
44,0,1,1,2,0,0,3,0,0,9,0,1,2.9679962192442826,817,0.0
130,1,11,1,9,1,3,17,1,0,15,1,1,3.9549244091067908,129,1.0
113,0,11,0,5,0,3,4,1,0,11,0,0,3.510564371936213,42,1.0
86,1,5,0,7,1,3,5,1,0,10,1,1,3.9007161048059737,26,1.0
203,1,14,1,4,1,3,18,1,0,17,0,0,3.6387928315500786,159,1.0
184,0,10,0,2,1,3,8,1,0,18,0,4,3.643338655937503,77,1.0
63,0,3,1,2,0,1,0,1,0,1,0,0,2.571898578633571,2395,0.0
27,0,3,1,0,0,0,4,0,0,3,0,1,3.3706943891399432,2275,0.0
75,0,2,1,0,0,1,6,0,1,9,0,0,2.835077938599748,1678,0.0
180,1,6,0,3,1,1,19,0,1,23,1,1,4.500403126335826,104,1.0
194,1,6,0,4,1,1,18,0,1,27,1,4,4.233858292141662,107,1.0
39,0,1,1,0,1,0,3,0,0,7,0,0,2.4284974832700845,2388,0.0
62,0,1,1,2,0,0,7,1,0,4,1,1,2.055166689099635,1555,0.0
42,1,1,1,0,0,0,7,0,0,6,0,1,3.1528627586140976,2638,0.0
20,0,2,1,2,0,1,6,0,0,3,0,0,3.39711549168959,2931,0.0
196,1,3,0,6,1,1,7,0,1,21,1,3,3.775135465246934,74,1.0
78,0,1,1,2,0,1,5,1,0,9,0,1,3.3183998276784585,2671,0.0
64,0,3,1,2,0,0,6,0,0,6,0,0,2.1791009631144704,2444,0.0
70,0,11,0,7,0,1,15,1,0,28,0,1,4.507490346496848,78,1.0
60,0,2,1,1,0,0,5,0,0,5,0,0,2.959896031175787,1296,0.0
87,1,9,0,5,1,2,5,1,0,19,0,0,4.892021355094071,23,1.0
211,1,10,1,9,0,1,16,1,1,26,1,4,4.6949673035227075,132,1.0
217,0,9,0,3,1,4,8,1,0,9,0,1,4.964129036299358,120,1.0
63,0,2,1,0,0,1,3,1,0,0,1,1,3.115384109781839,1528,0.0
219,1,12,0,7,0,1,16,1,1,22,0,3,4.389044099964317,103,1.0
249,1,12,0,5,1,2,5,1,0,14,0,3,4.865997493075833,1,1.0
70,0,3,1,0,0,1,0,0,0,4,0,1,2.9591369602648565,1430,0.0
97,1,8,1,2,0,1,14,1,1,5,1,2,3.7781132755610813,12,1.0
154,1,12,0,8,0,1,14,1,0,20,1,0,4.727461726512955,10,1.0
35,0,1,1,2,0,0,3,0,0,9,0,1,2.6262118341172496,2413,0.0
31,0,1,1,2,0,1,7,1,1,5,0,1,2.7569636564885847,3407,0.0
63,1,5,0,5,1,3,6,1,1,10,1,0,3.583167853555762,115,1.0
119,0,13,1,9,1,2,6,0,1,24,0,0,3.85519637818427,99,1.0
35,0,2,0,1,0,1,2,0,0,0,1,1,3.0332777934509974,2529,0.0
48,0,3,0,1,0,0,6,0,0,0,0,0,2.5433425459079904,402,0.0
190,1,5,0,2,1,4,5,1,1,5,1,2,4.481330693043519,12,1.0
39,0,1,0,0,0,0,1,0,0,9,0,1,3.1872325735171363,2497,0.0
183,1,9,1,2,0,4,19,1,1,23,0,4,3.5110878521664395,90,1.0
47,0,3,0,0,0,0,0,0,0,2,1,0,3.114502877781422,2944,0.0
109,1,6,0,3,0,4,7,1,0,17,0,0,4.774919743917783,137,1.0
75,0,3,1,0,0,1,4,1,0,2,1,1,3.2522040019317497,2016,0.0
179,0,9,1,9,1,2,6,1,1,16,1,4,4.949838377832715,83,1.0
57,0,1,1,1,0,1,5,0,0,7,0,0,2.8594904661703895,2231,0.0
162,1,14,1,9,1,4,11,1,1,19,0,2,4.445262627330562,1,1.0
72,0,7,0,2,1,3,14,0,0,17,0,0,4.431659487365304,167,1.0
63,1,12,0,4,0,4,12,0,0,26,1,0,4.093127405363568,50,1.0
41,0,3,1,0,0,1,4,1,0,4,1,0,2.005304935554837,433,0.0
173,0,3,0,3,0,4,19,1,1,19,0,2,4.128393835906128,114,1.0
110,1,10,0,6,0,2,3,1,1,11,1,2,4.849118783250988,92,1.0
188,1,8,0,7,0,2,4,1,1,13,1,4,4.804424686598392,76,1.0
183,1,7,0,8,1,3,4,1,1,18,1,2,4.624318346331628,127,1.0
244,1,4,0,6,1,2,16,1,1,26,1,1,4.432971185140811,71,1.0
131,1,5,1,8,1,1,19,1,1,19,0,1,4.1662759218822565,42,1.0
68,0,1,0,1,0,1,7,1,0,9,1,0,2.0281764891307725,1277,0.0
22,0,1,1,0,0,0,3,1,0,7,0,1,2.3359076499645433,3537,0.0
46,0,2,1,1,1,1,1,1,0,2,0,0,2.9538117909965105,1148,0.0
52,0,1,0,0,0,1,1,1,0,3,0,1,2.097701752165942,1882,0.0
231,0,8,0,4,1,2,6,0,1,18,1,1,4.353474791456184,30,1.0
194,0,4,0,7,1,2,3,1,1,26,0,3,4.799349305401505,41,1.0
107,1,8,0,9,1,4,13,1,1,5,1,2,4.085443320819156,41,1.0
60,0,1,1,0,0,1,0,0,0,5,0,0,2.8104413640085495,1679,0.0
189,1,5,1,7,1,3,10,0,1,24,0,4,4.922780491270872,139,1.0
44,0,2,0,0,0,1,6,0,1,3,0,1,3.329879901590515,1114,0.0
70,0,1,1,2,0,1,1,1,0,6,1,1,3.2971504881382963,1457,0.0
163,1,6,1,9,1,3,9,1,1,6,0,4,3.7474010402790965,113,1.0
119,1,9,0,3,0,1,18,0,1,16,1,3,4.525682301334812,157,1.0
80,1,3,1,8,1,2,15,1,0,12,0,2,4.8335182851664396,154,1.0
158,0,11,0,9,0,2,18,1,0,8,1,2,3.8346295017934624,147,1.0
239,0,8,0,6,0,2,3,1,1,14,1,0,4.358257942675655,120,1.0
29,0,2,1,1,0,1,1,0,0,4,0,1,2.3288985523888703,1322,0.0
69,0,3,1,2,0,0,6,0,0,5,1,0,2.3261931253870816,2503,0.0
48,0,3,1,2,0,1,0,0,0,9,0,0,3.205915296164078,3639,0.0
158,1,11,1,8,1,3,6,1,1,29,0,0,4.271035054814765,22,1.0
111,1,14,0,8,0,4,8,1,0,19,1,1,3.8909924822494046,157,1.0
77,1,1,0,1,0,1,0,0,0,9,1,1,2.5464361320103683,340,0.0
248,1,9,0,8,0,1,19,1,0,6,1,0,3.606187154016762,16,1.0
94,1,10,1,7,1,3,14,1,1,17,1,2,4.749551395911605,81,1.0
78,0,1,1,2,0,0,7,1,0,8,0,1,3.3388135437978423,2677,0.0
202,0,9,0,3,1,2,3,1,1,15,1,1,3.9469323969752983,172,1.0
96,0,11,0,9,1,4,11,1,0,16,0,3,3.5788615967165045,65,1.0
74,0,1,1,0,0,1,5,0,0,0,0,1,2.8908077086745854,1768,0.0
191,1,10,1,5,1,3,11,1,0,7,0,4,3.6792963043206166,16,1.0
152,1,6,1,9,0,3,14,1,1,17,1,2,4.281328674051019,52,1.0
69,0,2,1,0,0,0,0,1,1,2,0,0,2.104678676000697,2421,0.0
238,0,4,0,6,0,3,4,1,1,24,0,1,3.9446673316162295,148,1.0
155,1,12,1,8,1,2,13,1,1,22,1,0,4.4523945951766155,162,1.0
79,1,12,0,6,0,4,13,0,1,9,1,1,3.6475173823853195,155,1.0
69,0,3,1,0,0,0,1,0,0,1,0,1,2.9442654832289747,2690,0.0
246,0,9,0,9,1,4,3,0,0,17,1,3,3.572118452729675,100,1.0
61,1,5,0,2,0,3,17,1,1,29,1,3,4.62589768511619,25,1.0
58,0,1,0,1,0,0,3,0,0,4,0,1,2.792528183826854,3359,0.0
56,0,3,1,2,0,0,3,1,1,8,0,0,2.7807906692137454,2616,0.0
64,0,1,1,0,0,1,3,0,0,8,0,1,2.7883245052253445,1554,0.0
157,1,8,1,8,0,2,4,1,1,29,1,4,3.90714629641408,47,1.0
37,0,3,0,2,0,0,5,0,0,8,0,1,2.1959732475449725,395,0.0
53,0,3,0,0,0,0,5,0,0,4,0,0,3.455828772327652,546,0.0
249,1,14,0,6,1,3,9,1,1,5,0,2,4.57725192134077,129,1.0
249,0,5,0,8,0,3,3,1,1,28,0,2,4.232813699660386,120,1.0
149,0,3,0,6,0,4,9,0,1,16,1,4,4.573603889616193,23,1.0
42,0,3,1,0,0,0,6,0,0,7,0,1,2.1316008908940485,3336,0.0
48,0,2,1,0,1,1,5,0,0,2,0,0,3.137110252131199,2396,0.0
74,0,3,1,2,0,0,2,0,0,8,0,1,2.3365502415385695,698,0.0
58,0,1,1,2,0,1,2,1,0,5,0,1,3.2539766736402123,2149,0.0
219,1,13,0,6,1,3,11,1,1,27,1,3,3.9527000837917328,130,1.0
175,1,13,0,2,1,4,4,1,1,7,1,2,4.757599457138285,87,1.0
25,0,2,1,2,0,1,4,0,0,0,0,0,2.027822293586611,2301,0.0
22,0,2,1,1,0,1,6,0,0,4,0,1,3.0866875655140085,1751,0.0
58,0,3,0,0,0,1,2,1,0,9,1,1,3.0688130136994953,3073,0.0
209,1,4,0,2,1,1,5,1,1,17,1,3,4.558235037009675,116,1.0
163,1,13,1,8,1,3,5,1,1,16,0,0,4.297218869422731,114,1.0
178,0,5,1,3,0,2,4,1,1,9,1,4,3.5219706909087303,174,1.0
163,0,8,0,3,0,4,11,0,0,16,1,3,4.027894656097665,150,1.0
51,0,1,1,2,0,0,0,1,0,0,1,0,2.498418605587995,1482,0.0
57,0,1,1,0,0,0,2,0,0,5,1,0,2.057461200259492,632,0.0
211,1,8,0,6,1,3,12,1,1,21,0,2,4.080044674981193,60,1.0
87,0,3,0,5,0,4,14,1,1,24,0,4,3.764037132561701,94,1.0
36,0,3,1,2,0,1,6,0,1,0,0,0,3.0995363222954873,2546,0.0
38,0,2,0,2,0,0,4,1,0,2,1,0,2.897211598055799,812,0.0
180,1,7,1,3,0,1,5,1,1,19,1,0,4.153508099183435,102,1.0
141,1,9,0,3,0,1,8,1,1,6,1,3,4.403384453565886,20,1.0
36,0,2,1,2,0,1,3,0,0,1,0,1,2.5086112227226645,1559,0.0
20,0,2,1,2,0,0,7,1,0,1,0,1,3.198309966776037,3216,0.0
57,0,1,1,0,1,1,0,1,0,7,0,0,3.3195210569746907,3214,0.0
39,0,3,1,2,0,1,5,1,0,8,0,1,3.025004421920321,1356,0.0
38,0,1,1,1,1,1,3,1,0,8,0,0,2.77593015165189,806,0.0
77,0,1,1,0,0,1,2,0,0,0,0,0,2.463188044700894,2884,0.0
38,0,3,1,1,0,1,2,0,0,7,1,0,2.67126344852951,842,0.0
194,1,10,1,2,1,3,6,1,0,10,0,4,3.9844845247653025,145,1.0
27,0,3,1,0,0,0,6,0,0,4,0,0,3.1010065258994066,805,0.0
145,1,13,1,3,0,1,6,1,0,19,1,4,4.157973527653977,157,1.0
63,0,3,1,2,0,0,0,1,0,7,0,0,2.1163933729642235,809,0.0
249,0,14,1,8,1,3,12,1,0,24,1,4,4.998574247155467,114,1.0
190,1,5,1,3,1,1,12,1,1,6,0,0,4.006972325704754,105,1.0
24,0,2,0,1,0,1,6,0,1,3,0,1,2.7126390027310427,499,0.0
226,1,9,1,6,1,1,6,0,1,23,0,1,3.7595358046267466,71,1.0
56,1,3,1,0,0,0,3,1,0,8,0,0,2.6439800642812648,1718,0.0
57,0,1,1,0,0,1,7,0,0,4,0,0,3.129889307893728,1699,0.0
66,0,1,0,2,0,0,4,0,1,5,0,1,2.4598986147873134,2080,0.0
37,0,1,1,1,0,1,6,1,0,0,0,0,3.0483291276756015,2684,0.0
81,1,5,0,5,1,1,16,1,1,7,1,0,4.440155779125833,52,1.0
113,1,6,1,8,1,4,3,0,1,25,1,0,4.992162431860859,33,1.0
75,0,2,0,0,0,0,0,1,0,4,0,0,2.687907319508513,1265,0.0
73,0,2,0,0,0,0,1,0,0,5,1,0,2.6838866364791256,1190,0.0
243,1,5,0,8,1,1,5,1,1,18,0,4,4.195433111515174,15,1.0
220,0,8,0,2,0,2,3,1,1,15,1,2,3.6194076154887584,22,1.0
63,0,1,1,2,0,0,4,0,0,4,0,0,3.207872130445158,3050,0.0
175,1,13,1,4,1,4,12,1,1,14,1,3,3.5926435794352996,156,1.0
39,0,1,1,0,0,0,3,0,1,3,0,0,2.611032217444175,3175,0.0
77,0,10,1,7,1,2,18,1,1,29,1,1,4.600464260546673,158,1.0
83,1,14,0,9,0,1,17,0,1,7,0,3,4.0969405195711355,38,1.0
234,1,4,1,2,1,3,8,1,1,7,0,2,4.371823216234075,165,1.0
25,0,1,1,2,0,0,1,0,0,8,0,0,2.243408858838612,2646,0.0
234,0,8,0,9,0,2,17,1,0,9,1,2,3.5820397618644013,83,1.0
93,1,7,0,4,0,1,10,0,1,23,0,0,3.5516048126801874,138,1.0
60,0,2,1,0,0,1,2,0,0,6,0,0,2.0908442651189505,3222,0.0
50,0,3,1,0,0,1,2,1,1,3,0,1,2.4223614287832955,2752,0.0
55,0,2,1,2,0,0,4,0,0,5,1,1,3.3337785497613144,2815,0.0
75,0,1,0,0,0,0,7,0,0,6,1,0,2.1050519354476718,3196,0.0
155,1,8,1,3,1,4,7,1,1,14,1,4,4.260499430215021,129,1.0
74,0,3,1,0,0,1,0,0,0,1,0,0,2.033738494453311,539,0.0
58,0,1,1,0,0,1,1,0,0,9,0,0,2.036267065631255,2166,0.0
61,0,2,1,2,0,1,0,1,0,8,0,0,2.9505980075864553,3251,0.0
53,0,3,1,2,0,0,7,0,0,7,0,0,3.0728322140873012,230,0.0
61,1,1,1,0,0,1,5,0,0,7,0,0,3.2832667630797614,1456,0.0
62,0,2,0,1,0,0,6,0,0,2,0,1,2.055771102411897,2465,0.0
66,0,2,1,0,0,0,1,0,0,8,1,1,3.3302310010152825,1318,0.0
121,1,7,0,6,0,4,10,1,1,5,0,1,4.710160354473151,68,1.0
41,0,1,0,1,0,1,7,0,0,4,0,0,2.670373681785415,3593,0.0
95,1,8,1,6,1,3,19,1,1,27,1,1,3.956185774202054,122,1.0
54,0,2,1,1,0,1,3,0,0,9,0,0,2.0349306191638727,1236,0.0
62,0,1,1,1,0,1,3,1,0,1,0,0,2.027401972414515,1243,0.0
55,0,2,1,2,0,0,2,1,0,8,0,0,2.52926617756025,448,0.0
92,1,12,0,5,0,4,10,1,0,5,0,3,4.45344799796006,28,1.0
182,1,5,0,2,1,1,7,1,1,29,0,4,4.676406948960075,115,1.0
65,0,1,1,0,0,0,7,1,0,7,0,0,3.272858614373069,3400,0.0
188,1,14,0,5,1,1,8,1,1,15,0,4,3.9016887117839505,175,1.0
108,1,5,1,3,1,1,3,1,1,12,1,0,3.7609413315443385,100,1.0
117,1,14,1,8,1,1,4,0,0,20,1,3,4.969705303071407,114,1.0
53,0,2,1,1,0,0,2,1,0,3,0,0,2.142878682356488,214,0.0
21,0,2,1,2,0,1,7,0,0,8,0,1,2.8368511682157638,1201,0.0
51,0,3,1,1,0,0,4,1,0,6,0,0,2.5060892468731497,1819,0.0
48,0,3,1,2,0,0,4,0,0,9,0,0,2.783574958140103,1761,0.0
221,1,11,1,8,0,3,13,1,1,11,1,0,4.793317134982907,176,1.0
73,1,10,0,9,0,4,3,1,1,16,1,2,4.732628625478085,149,1.0
88,1,12,1,8,0,3,9,0,1,13,0,2,3.745330691795281,126,1.0
201,1,3,0,6,1,1,11,1,1,17,1,4,3.858998429821038,20,1.0
